element,position,multiplier,is_captain,is_vice_captain,element_type
235,1,1,False,False,1
3,2,1,False,False,2
255,3,1,False,False,2
70,4,1,False,False,2
270,5,1,False,False,2
99,6,1,False,False,3
182,7,1,False,False,3
74,8,1,False,False,3
71,9,1,False,True,3
218,10,1,False,False,4
447,11,2,True,False,4
521,12,0,False,False,1
328,13,0,False,False,3
311,14,0,False,False,2
401,15,0,False,False,4
