element,position,multiplier,is_captain,is_vice_captain,element_type
235,1,1,False,False,1
311,2,1,False,False,2
255,3,1,False,False,2
3,4,1,False,False,2
54,5,1,False,False,3
19,6,1,False,False,3
317,7,1,False,True,3
13,8,1,False,False,3
205,9,1,False,False,3
351,10,2,True,False,4
401,11,1,False,False,4
227,12,0,False,False,1
82,13,0,False,False,4
211,14,0,False,False,2
116,15,0,False,False,2
