element,position,multiplier,is_captain,is_vice_captain,element_type
201,1,1,False,False,1
255,2,1,False,False,2
573,3,1,False,False,2
311,4,1,False,False,2
270,5,1,False,False,2
275,6,1,False,False,2
328,7,2,True,False,3
182,8,1,False,False,3
309,9,1,False,False,3
447,10,1,False,False,4
401,11,1,False,False,4
109,12,0,False,False,1
398,13,0,False,False,3
492,14,0,False,False,3
321,15,0,False,True,4
