element,position,multiplier,is_captain,is_vice_captain,element_type
47,1,1,False,False,1
506,2,1,False,False,2
45,3,1,False,False,2
311,4,1,False,False,2
54,5,1,False,False,3
99,6,1,False,False,3
342,7,1,False,False,3
328,8,1,False,True,3
4,9,1,False,False,4
351,10,2,True,False,4
148,11,1,False,False,4
242,12,0,False,False,1
191,13,0,False,False,2
309,14,0,False,False,3
380,15,0,False,False,2
