element,position,multiplier,is_captain,is_vice_captain,element_type
248,1,1,False,False,1
533,2,1,False,False,2
311,3,1,False,False,2
409,4,1,False,False,2
366,5,1,False,False,3
392,6,1,False,False,3
247,7,1,False,False,3
99,8,1,False,False,3
328,9,1,False,True,3
541,10,1,False,False,4
401,11,2,True,False,4
443,12,0,False,False,1
255,13,0,False,False,2
617,14,0,False,False,4
437,15,0,False,False,2
