element,position,multiplier,is_captain,is_vice_captain,element_type
201,1,1,False,False,1
311,2,1,False,False,2
3,3,1,False,False,2
399,4,1,False,False,2
422,5,1,False,False,2
328,6,2,True,False,3
398,7,1,False,False,3
327,8,1,False,False,3
182,9,1,False,False,3
401,10,1,False,True,4
232,11,1,False,False,4
109,12,0,False,False,1
54,13,0,False,False,3
70,14,0,False,False,2
473,15,0,False,False,4
742,16,1,False,False,5
