element,position,multiplier,is_captain,is_vice_captain,element_type
201,1,1,False,False,1
311,2,1,False,False,2
70,3,1,False,False,2
3,4,1,False,False,2
422,5,1,False,False,2
182,6,1,False,True,3
328,7,2,True,False,3
398,8,1,False,False,3
99,9,1,False,False,3
12,10,1,False,False,3
541,11,1,False,False,4
109,12,0,False,False,1
401,13,0,False,False,4
399,14,0,False,False,2
473,15,0,False,False,4
