element,position,multiplier,is_captain,is_vice_captain,element_type
325,1,1,False,False,1
322,2,1,False,False,2
255,3,1,False,False,2
88,4,1,False,False,2
436,5,1,False,False,2
182,6,2,True,False,3
17,7,1,False,False,3
328,8,1,False,False,3
491,9,1,False,False,3
447,10,1,False,False,4
268,11,1,False,True,4
383,12,0,False,False,1
162,13,0,False,False,2
180,14,0,False,False,4
364,15,0,False,False,3
