element,position,multiplier,is_captain,is_vice_captain,element_type
383,1,1,False,False,1
380,2,1,False,False,2
18,3,1,False,False,2
495,4,1,False,False,2
255,5,1,False,False,2
350,6,1,False,False,2
17,7,1,False,False,3
402,8,1,False,False,3
177,9,1,False,True,3
328,10,2,True,False,3
4,11,1,False,False,4
91,12,0,False,False,1
317,13,0,False,False,3
447,14,0,False,False,4
251,15,0,False,False,4
