element,position,multiplier,is_captain,is_vice_captain,element_type
443,1,1,False,False,1
311,2,1,False,False,2
231,3,1,False,False,2
3,4,1,False,False,2
71,5,1,False,False,3
328,6,2,True,False,3
182,7,1,False,False,3
54,8,1,False,False,3
99,9,1,False,True,3
129,10,1,False,False,4
401,11,1,False,False,4
109,12,0,False,False,1
399,13,0,False,False,2
321,14,0,False,False,4
270,15,0,False,False,2
737,16,1,False,False,5
