element,position,multiplier,is_captain,is_vice_captain,element_type
443,1,1,False,False,1
44,2,1,False,False,2
355,3,1,False,False,2
594,4,1,False,False,2
6,5,1,False,False,2
557,6,1,False,False,3
54,7,1,False,False,3
182,8,1,False,False,3
99,9,1,False,False,3
351,10,2,False,True,4
82,11,1,False,False,4
521,12,0,False,False,1
145,13,0,False,False,2
328,14,0,True,False,3
539,15,0,False,False,4
