element,position,multiplier,is_captain,is_vice_captain,element_type
47,1,1,False,False,1
350,2,1,False,False,2
461,3,1,False,False,2
339,4,1,False,True,2
182,5,1,False,False,3
342,6,1,False,False,3
328,7,2,True,False,3
309,8,1,False,False,3
82,9,1,False,False,4
58,10,1,False,False,4
447,11,1,False,False,4
536,12,0,False,False,1
199,13,0,False,False,3
475,14,0,False,False,2
116,15,0,False,False,2
